B1004,B1006_NAM,B1008,B2001,B2002,B2005,B2020,B3014
DEU22002,Germany,2002,48,2,2,4,2
DEU22002,Germany,2002,40,1,2,1,3
DEU22002,Germany,2002,80,1,1,2,5
DEU22002,Germany,2002,63,1,2,NA,3
DEU22002,Germany,2002,16,2,2,2,4
DEU22002,Germany,2002,42,1,2,2,5
DEU22002,Germany,2002,54,2,2,NA,5
DEU22002,Germany,2002,35,2,2,2,4
DEU22002,Germany,2002,38,2,2,3,3
DEU22002,Germany,2002,25,1,2,5,5
DEU22002,Germany,2002,44,2,2,1,2
DEU22002,Germany,2002,46,1,2,NA,3
DEU22002,Germany,2002,46,2,2,NA,3
DEU22002,Germany,2002,34,1,2,2,4
DEU22002,Germany,2002,51,2,2,2,4
DEU22002,Germany,2002,37,1,2,1,5
DEU22002,Germany,2002,32,1,2,3,1
DEU22002,Germany,2002,25,1,2,NA,5
DEU22002,Germany,2002,52,2,2,2,1
DEU22002,Germany,2002,30,1,2,5,4
DEU22002,Germany,2002,76,1,2,5,5
DEU22002,Germany,2002,72,2,2,NA,3
DEU22002,Germany,2002,49,1,2,2,4
DEU22002,Germany,2002,62,1,2,2,5
DEU22002,Germany,2002,41,1,2,4,4
DEU22002,Germany,2002,33,2,2,1,4
DEU22002,Germany,2002,75,2,NA,NA,5
DEU22002,Germany,2002,48,2,2,2,3
DNK_2001,Denmark,2001,85,2,2,NA,NA
DNK_2001,Denmark,2001,79,2,2,NA,4
DNK_2001,Denmark,2001,49,2,1,NA,5
DNK_2001,Denmark,2001,74,1,2,4,4
DNK_2001,Denmark,2001,81,2,1,2,5
DNK_2001,Denmark,2001,69,2,2,NA,3
DNK_2001,Denmark,2001,46,2,1,5,5
DNK_2001,Denmark,2001,71,1,2,1,5
DNK_2001,Denmark,2001,19,2,2,NA,3
DNK_2001,Denmark,2001,83,1,2,1,4
DNK_2001,Denmark,2001,100,1,2,1,4
DNK_2001,Denmark,2001,43,1,2,2,5
DNK_2001,Denmark,2001,43,1,2,5,2
DNK_2001,Denmark,2001,74,1,2,NA,3
DNK_2001,Denmark,2001,79,2,2,1,4
DNK_2001,Denmark,2001,82,2,2,2,3
DNK_2001,Denmark,2001,82,2,2,NA,5
DNK_2001,Denmark,2001,39,1,2,5,3
DNK_2001,Denmark,2001,55,2,2,1,2
DNK_2001,Denmark,2001,42,1,2,5,4
DNK_2001,Denmark,2001,69,1,2,1,5
DNK_2001,Denmark,2001,57,1,1,4,5
DNK_2001,Denmark,2001,57,1,2,5,4
DNK_2001,Denmark,2001,32,1,2,5,4
DNK_2001,Denmark,2001,32,1,2,5,4
DNK_2001,Denmark,2001,55,2,1,5,4
DNK_2001,Denmark,2001,66,2,1,1,2
DNK_2001,Denmark,2001,81,1,2,5,3
DNK_2001,Denmark,2001,79,2,2,NA,2
DNK_2001,Denmark,2001,25,2,2,NA,4
DNK_2001,Denmark,2001,57,1,2,5,2
DNK_2001,Denmark,2001,63,1,2,NA,1
DNK_2001,Denmark,2001,47,1,2,1,5
DNK_2001,Denmark,2001,64,1,2,3,5
DNK_2001,Denmark,2001,78,2,2,NA,5
DNK_2001,Denmark,2001,40,2,2,5,3
DNK_2001,Denmark,2001,57,1,2,NA,5
DNK_2001,Denmark,2001,56,1,2,5,5
DNK_2001,Denmark,2001,51,1,1,5,4
DNK_2001,Denmark,2001,48,1,1,5,5
DNK_2001,Denmark,2001,53,1,1,5,4
DNK_2001,Denmark,2001,41,1,1,5,4
DNK_2001,Denmark,2001,70,1,2,5,5
DNK_2001,Denmark,2001,32,1,1,4,5
DNK_2001,Denmark,2001,58,1,1,4,5
DNK_2001,Denmark,2001,46,1,2,4,5
DNK_2001,Denmark,2001,70,1,1,2,4
DNK_2001,Denmark,2001,38,1,1,5,5
DNK_2001,Denmark,2001,52,2,1,5,NA
DNK_2001,Denmark,2001,38,1,1,4,2
DNK_2001,Denmark,2001,78,1,2,4,2
DNK_2001,Denmark,2001,45,1,1,5,4
DNK_2001,Denmark,2001,48,1,1,NA,5
DNK_2001,Denmark,2001,51,1,1,3,2
DNK_2001,Denmark,2001,37,1,1,5,4
DNK_2001,Denmark,2001,39,1,1,5,5
DNK_2001,Denmark,2001,34,2,2,2,3
DNK_2001,Denmark,2001,34,1,1,5,4
DNK_2001,Denmark,2001,62,1,2,2,3
DNK_2001,Denmark,2001,26,2,2,2,5
DNK_2001,Denmark,2001,79,2,2,2,4
DNK_2001,Denmark,2001,44,2,1,1,4
DNK_2001,Denmark,2001,82,2,2,1,3
DNK_2001,Denmark,2001,37,1,2,5,5
DNK_2001,Denmark,2001,47,1,1,5,5
DNK_2001,Denmark,2001,66,2,2,NA,NA
DNK_2001,Denmark,2001,74,1,2,2,4
DNK_2001,Denmark,2001,55,1,1,5,4
DNK_2001,Denmark,2001,45,2,2,4,5
DNK_2001,Denmark,2001,46,1,2,5,4
DNK_2001,Denmark,2001,43,1,2,4,4
DNK_2001,Denmark,2001,55,2,2,5,5
DNK_2001,Denmark,2001,57,1,1,5,4
DNK_2001,Denmark,2001,53,2,1,4,5
DNK_2001,Denmark,2001,63,1,1,4,5
DNK_2001,Denmark,2001,62,1,2,5,4
DNK_2001,Denmark,2001,74,1,1,5,5
DNK_2001,Denmark,2001,63,1,1,5,2
DNK_2001,Denmark,2001,62,1,1,4,4
DNK_2001,Denmark,2001,33,1,1,5,5
DNK_2001,Denmark,2001,73,2,2,NA,5
DNK_2001,Denmark,2001,65,1,2,2,4
DNK_2001,Denmark,2001,64,1,1,5,4
DNK_2001,Denmark,2001,58,2,2,5,3
DNK_2001,Denmark,2001,45,1,1,5,3
DNK_2001,Denmark,2001,58,1,1,5,5
DNK_2001,Denmark,2001,56,1,1,3,2
DNK_2001,Denmark,2001,54,2,1,5,5
DNK_2001,Denmark,2001,44,1,2,5,4
DNK_2001,Denmark,2001,67,1,2,1,4
DNK_2001,Denmark,2001,54,1,2,5,3
DNK_2001,Denmark,2001,48,1,1,5,4
DNK_2001,Denmark,2001,49,2,1,5,5
DNK_2001,Denmark,2001,42,1,1,5,4
DNK_2001,Denmark,2001,53,2,1,5,4
DNK_2001,Denmark,2001,43,2,1,5,4
DNK_2001,Denmark,2001,50,1,1,4,5
DNK_2001,Denmark,2001,48,1,1,4,2
DNK_2001,Denmark,2001,52,2,1,5,3
DNK_2001,Denmark,2001,66,1,1,5,4
DNK_2001,Denmark,2001,31,1,2,5,5
DNK_2001,Denmark,2001,62,1,2,5,4
DNK_2001,Denmark,2001,44,1,2,4,2
DNK_2001,Denmark,2001,41,1,1,5,5
DNK_2001,Denmark,2001,40,2,1,5,4
DNK_2001,Denmark,2001,89,1,2,3,5
DNK_2001,Denmark,2001,55,1,1,5,5
DNK_2001,Denmark,2001,51,1,1,NA,5
DNK_2001,Denmark,2001,46,1,1,5,3
DNK_2001,Denmark,2001,62,2,2,2,3
DNK_2001,Denmark,2001,56,1,1,5,5
DNK_2001,Denmark,2001,40,1,2,5,4
DNK_2001,Denmark,2001,51,1,1,5,5
DNK_2001,Denmark,2001,51,1,1,5,5
DNK_2001,Denmark,2001,43,1,1,5,4
DNK_2001,Denmark,2001,41,1,1,4,5
DNK_2001,Denmark,2001,43,2,1,5,5
DNK_2001,Denmark,2001,34,1,1,5,4
DNK_2001,Denmark,2001,79,1,2,1,5
DNK_2001,Denmark,2001,49,1,1,5,5
DNK_2001,Denmark,2001,59,1,2,NA,5
DNK_2001,Denmark,2001,54,1,2,5,5
DNK_2001,Denmark,2001,52,1,1,5,5
DNK_2001,Denmark,2001,56,2,2,5,4
DNK_2001,Denmark,2001,39,1,2,4,5
DNK_2001,Denmark,2001,59,1,2,5,5
DNK_2001,Denmark,2001,62,1,1,5,4
DNK_2001,Denmark,2001,43,2,1,4,4
DNK_2001,Denmark,2001,38,1,2,5,4
DNK_2001,Denmark,2001,63,1,1,5,4
DNK_2001,Denmark,2001,82,2,1,5,3
DNK_2001,Denmark,2001,74,2,2,1,4
DNK_2001,Denmark,2001,33,1,2,2,4
DNK_2001,Denmark,2001,63,2,2,2,5
DNK_2001,Denmark,2001,35,1,2,5,5
DNK_2001,Denmark,2001,51,1,1,4,5
DNK_2001,Denmark,2001,58,1,1,4,4
DNK_2001,Denmark,2001,51,1,2,5,3
DNK_2001,Denmark,2001,59,1,1,5,2
DNK_2001,Denmark,2001,55,1,1,5,4
DNK_2001,Denmark,2001,32,2,1,NA,5
DNK_2001,Denmark,2001,36,2,1,5,3
DNK_2001,Denmark,2001,48,2,1,5,4
DNK_2001,Denmark,2001,56,1,1,5,5
DNK_2001,Denmark,2001,54,2,NA,5,3
DNK_2001,Denmark,2001,47,1,1,4,5
DNK_2001,Denmark,2001,40,1,1,5,4
DNK_2001,Denmark,2001,30,1,2,4,4
DNK_2001,Denmark,2001,59,1,1,5,5
DNK_2001,Denmark,2001,60,1,1,5,5
DNK_2001,Denmark,2001,39,1,1,4,3
DNK_2001,Denmark,2001,60,1,2,3,5
DNK_2001,Denmark,2001,28,1,2,NA,4
DNK_2001,Denmark,2001,41,1,1,5,4
DNK_2001,Denmark,2001,43,2,2,5,5
DNK_2001,Denmark,2001,29,1,2,5,3
DNK_2001,Denmark,2001,47,1,2,5,4
DNK_2001,Denmark,2001,41,1,2,5,5
DNK_2001,Denmark,2001,48,2,1,5,5
DNK_2001,Denmark,2001,67,1,1,3,4
DNK_2001,Denmark,2001,50,1,2,4,4
DNK_2001,Denmark,2001,52,2,1,NA,4
DNK_2001,Denmark,2001,64,1,1,3,5
DNK_2001,Denmark,2001,55,1,1,4,2
DNK_2001,Denmark,2001,53,1,1,5,4
DNK_2001,Denmark,2001,50,1,2,3,3
DNK_2001,Denmark,2001,48,2,1,5,5
DNK_2001,Denmark,2001,48,1,1,5,4
DNK_2001,Denmark,2001,59,1,2,3,2
DNK_2001,Denmark,2001,41,2,1,5,5
DNK_2001,Denmark,2001,63,2,1,5,3
DNK_2001,Denmark,2001,30,1,2,5,4
DNK_2001,Denmark,2001,78,2,2,1,5
DNK_2001,Denmark,2001,59,2,1,4,2
DNK_2001,Denmark,2001,47,1,1,4,4
DNK_2001,Denmark,2001,54,1,1,3,5
DNK_2001,Denmark,2001,66,2,2,1,3
DNK_2001,Denmark,2001,70,1,2,2,5
DNK_2001,Denmark,2001,49,1,1,5,3
DNK_2001,Denmark,2001,53,2,1,3,5
DNK_2001,Denmark,2001,46,1,1,5,3
DNK_2001,Denmark,2001,52,2,1,5,5
DNK_2001,Denmark,2001,59,2,2,1,3
DNK_2001,Denmark,2001,48,2,1,5,5
DNK_2001,Denmark,2001,49,1,1,5,5
DNK_2001,Denmark,2001,38,1,1,5,5
DNK_2001,Denmark,2001,48,2,1,4,5
DNK_2001,Denmark,2001,56,1,1,NA,5
DNK_2001,Denmark,2001,29,1,1,4,5
DNK_2001,Denmark,2001,73,1,1,3,5
DNK_2001,Denmark,2001,43,2,1,3,5
DNK_2001,Denmark,2001,52,2,1,5,5
DNK_2001,Denmark,2001,51,2,1,5,3
DNK_2001,Denmark,2001,79,2,2,1,4
DNK_2001,Denmark,2001,36,1,2,4,5
DNK_2001,Denmark,2001,48,1,1,5,4
DNK_2001,Denmark,2001,31,1,1,5,5
DNK_2001,Denmark,2001,38,1,1,4,3
DNK_2001,Denmark,2001,54,2,1,4,5
DNK_2001,Denmark,2001,33,2,1,5,5
DNK_2001,Denmark,2001,62,2,1,5,5
DNK_2001,Denmark,2001,50,1,1,5,4
DNK_2001,Denmark,2001,54,2,1,4,5
DNK_2001,Denmark,2001,37,2,1,5,4
DNK_2001,Denmark,2001,38,1,2,5,5
DNK_2001,Denmark,2001,53,1,1,5,5
DNK_2001,Denmark,2001,58,1,1,5,5
DNK_2001,Denmark,2001,44,2,1,3,4
DNK_2001,Denmark,2001,57,1,1,5,3
DNK_2001,Denmark,2001,58,1,1,5,4
DNK_2001,Denmark,2001,26,1,2,5,4
DNK_2001,Denmark,2001,55,1,1,4,5
DNK_2001,Denmark,2001,56,1,1,5,5
DNK_2001,Denmark,2001,41,2,1,5,4
DNK_2001,Denmark,2001,37,1,1,5,3
DNK_2001,Denmark,2001,70,1,1,NA,3
DNK_2001,Denmark,2001,54,1,2,5,5
DNK_2001,Denmark,2001,37,1,1,5,4
DNK_2001,Denmark,2001,33,2,2,5,5
DNK_2001,Denmark,2001,46,2,1,3,3
DNK_2001,Denmark,2001,59,1,1,5,3
DNK_2001,Denmark,2001,57,2,1,3,4
DNK_2001,Denmark,2001,38,1,1,3,5
DNK_2001,Denmark,2001,55,2,1,3,5
DNK_2001,Denmark,2001,40,1,1,5,2
DNK_2001,Denmark,2001,54,1,2,5,4
DNK_2001,Denmark,2001,52,2,1,5,5
DNK_2001,Denmark,2001,48,2,1,5,4
DNK_2001,Denmark,2001,29,1,2,4,5
DNK_2001,Denmark,2001,43,1,1,5,4
DNK_2001,Denmark,2001,34,1,1,2,2
DNK_2001,Denmark,2001,50,2,1,5,5
DNK_2001,Denmark,2001,86,2,2,1,5
DNK_2001,Denmark,2001,57,1,2,5,5
DNK_2001,Denmark,2001,60,1,1,4,2
DNK_2001,Denmark,2001,53,2,1,5,5
DNK_2001,Denmark,2001,62,1,1,4,5
DNK_2001,Denmark,2001,49,1,1,5,5
DNK_2001,Denmark,2001,54,1,1,5,5
DNK_2001,Denmark,2001,53,2,1,5,5
DNK_2001,Denmark,2001,20,2,2,NA,4
DNK_2001,Denmark,2001,55,1,1,5,5
DNK_2001,Denmark,2001,31,2,1,5,5
DNK_2001,Denmark,2001,53,2,1,5,5
DNK_2001,Denmark,2001,50,1,1,3,3
DNK_2001,Denmark,2001,38,1,1,5,5
DNK_2001,Denmark,2001,47,1,1,5,5
DNK_2001,Denmark,2001,40,2,1,4,3
DNK_2001,Denmark,2001,59,2,1,4,4
DNK_2001,Denmark,2001,54,2,1,5,5
DNK_2001,Denmark,2001,45,1,1,5,5
DNK_2001,Denmark,2001,50,2,1,5,5
DNK_2001,Denmark,2001,52,1,1,NA,5
DNK_2001,Denmark,2001,30,1,1,3,3
DNK_2001,Denmark,2001,45,1,2,5,4
DNK_2001,Denmark,2001,41,2,1,5,4
DNK_2001,Denmark,2001,49,2,2,5,4
DNK_2001,Denmark,2001,46,1,1,5,5
DNK_2001,Denmark,2001,52,1,1,5,5
DNK_2001,Denmark,2001,51,1,1,5,4
DNK_2001,Denmark,2001,85,2,2,2,5
DNK_2001,Denmark,2001,58,1,2,3,5
DNK_2001,Denmark,2001,32,2,1,4,5
DNK_2001,Denmark,2001,46,2,1,NA,4
DNK_2001,Denmark,2001,48,2,1,NA,5
DNK_2001,Denmark,2001,31,1,1,5,5
DNK_2001,Denmark,2001,57,2,1,NA,5
DNK_2001,Denmark,2001,82,2,2,2,2
DNK_2001,Denmark,2001,37,1,1,5,4
DNK_2001,Denmark,2001,24,2,1,NA,4
DNK_2001,Denmark,2001,55,1,1,4,4
DNK_2001,Denmark,2001,37,1,2,5,4
DNK_2001,Denmark,2001,56,2,1,4,4
DNK_2001,Denmark,2001,50,1,2,5,5
DNK_2001,Denmark,2001,55,1,1,5,4
DNK_2001,Denmark,2001,49,2,1,5,5
DNK_2001,Denmark,2001,55,2,1,5,4
DNK_2001,Denmark,2001,36,1,1,4,1
DNK_2001,Denmark,2001,45,2,1,4,4
DNK_2001,Denmark,2001,61,1,2,4,5
DNK_2001,Denmark,2001,57,2,1,3,4
DNK_2001,Denmark,2001,42,2,2,3,5
DNK_2001,Denmark,2001,39,1,1,5,5
DNK_2001,Denmark,2001,55,2,1,5,5
DNK_2001,Denmark,2001,29,1,1,5,4
DNK_2001,Denmark,2001,30,2,1,5,3
DNK_2001,Denmark,2001,56,2,1,5,3
DNK_2001,Denmark,2001,29,1,2,5,3
DNK_2001,Denmark,2001,71,1,2,4,5
DNK_2001,Denmark,2001,44,2,1,5,5
DNK_2001,Denmark,2001,35,1,1,5,3
DNK_2001,Denmark,2001,41,2,1,4,3
DNK_2001,Denmark,2001,24,1,2,4,5
DNK_2001,Denmark,2001,44,2,1,5,5
DNK_2001,Denmark,2001,55,1,1,5,4
DNK_2001,Denmark,2001,68,2,1,4,4
DNK_2001,Denmark,2001,47,2,1,NA,5
DNK_2001,Denmark,2001,56,1,1,4,4
DNK_2001,Denmark,2001,26,1,2,3,3
DNK_2001,Denmark,2001,37,1,2,NA,5
DNK_2001,Denmark,2001,52,1,1,5,5
DNK_2001,Denmark,2001,36,1,1,5,4
DNK_2001,Denmark,2001,34,1,1,5,5
DNK_2001,Denmark,2001,29,2,1,4,5
DNK_2001,Denmark,2001,39,1,1,5,4
DNK_2001,Denmark,2001,44,1,2,3,5
DNK_2001,Denmark,2001,58,2,1,5,3
DNK_2001,Denmark,2001,52,1,1,3,3
DNK_2001,Denmark,2001,57,2,1,5,3
DNK_2001,Denmark,2001,39,2,1,4,4
DNK_2001,Denmark,2001,42,1,1,4,5
DNK_2001,Denmark,2001,35,1,1,5,4
DNK_2001,Denmark,2001,35,2,1,4,4
DNK_2001,Denmark,2001,40,2,1,NA,3
DNK_2001,Denmark,2001,58,1,1,5,4
DNK_2001,Denmark,2001,18,2,2,NA,5
DNK_2001,Denmark,2001,24,1,2,3,3
DNK_2001,Denmark,2001,48,2,1,5,5
DNK_2001,Denmark,2001,46,1,1,5,4
DNK_2001,Denmark,2001,42,2,1,5,4
DNK_2001,Denmark,2001,32,2,1,5,5
DNK_2001,Denmark,2001,50,1,1,5,5
DNK_2001,Denmark,2001,52,2,1,5,5
DNK_2001,Denmark,2001,51,1,1,5,4
DNK_2001,Denmark,2001,35,2,1,5,4
DNK_2001,Denmark,2001,44,2,1,5,5
DNK_2001,Denmark,2001,37,1,2,2,5
DNK_2001,Denmark,2001,58,2,1,5,4
DNK_2001,Denmark,2001,56,1,1,NA,4
DNK_2001,Denmark,2001,53,2,1,5,5
DNK_2001,Denmark,2001,43,1,1,5,4
DNK_2001,Denmark,2001,29,1,1,4,5
DNK_2001,Denmark,2001,36,2,1,5,4
DNK_2001,Denmark,2001,26,1,1,4,4
DNK_2001,Denmark,2001,46,2,1,3,3
DNK_2001,Denmark,2001,45,1,1,5,5
DNK_2001,Denmark,2001,29,1,1,3,4
DNK_2001,Denmark,2001,40,1,1,5,4
DNK_2001,Denmark,2001,60,2,1,4,4
DNK_2001,Denmark,2001,42,1,1,4,3
DNK_2001,Denmark,2001,37,1,1,5,4
DNK_2001,Denmark,2001,53,2,1,5,5
DNK_2001,Denmark,2001,32,2,1,5,4
DNK_2001,Denmark,2001,51,1,1,4,5
DNK_2001,Denmark,2001,30,1,1,5,5
DNK_2001,Denmark,2001,45,2,1,2,5
DNK_2001,Denmark,2001,71,1,2,3,5
DNK_2001,Denmark,2001,50,1,1,5,5
DNK_2001,Denmark,2001,43,1,1,5,5
DNK_2001,Denmark,2001,42,2,1,3,4
DNK_2001,Denmark,2001,30,1,1,4,5
DNK_2001,Denmark,2001,19,2,2,NA,5
DNK_2001,Denmark,2001,38,2,2,3,5
DNK_2001,Denmark,2001,26,1,1,4,5
DNK_2001,Denmark,2001,50,2,1,5,NA
DNK_2001,Denmark,2001,31,1,2,5,4
DNK_2001,Denmark,2001,51,1,1,3,4
DNK_2001,Denmark,2001,46,1,1,5,4
DNK_2001,Denmark,2001,45,2,1,3,2
DNK_2001,Denmark,2001,44,2,1,3,4
DNK_2001,Denmark,2001,53,2,2,5,3
DNK_2001,Denmark,2001,39,1,2,4,4
DNK_2001,Denmark,2001,49,2,1,5,5
DNK_2001,Denmark,2001,53,2,1,3,5
DNK_2001,Denmark,2001,36,1,1,5,3
DNK_2001,Denmark,2001,34,1,1,5,4
DNK_2001,Denmark,2001,48,2,1,3,4
DNK_2001,Denmark,2001,50,2,1,NA,3
DNK_2001,Denmark,2001,26,1,2,3,4
DNK_2001,Denmark,2001,45,2,1,4,3
DNK_2001,Denmark,2001,38,2,1,5,4
DNK_2001,Denmark,2001,49,1,1,4,3
DNK_2001,Denmark,2001,48,2,1,4,4
DNK_2001,Denmark,2001,52,1,2,1,3
DNK_2001,Denmark,2001,49,2,1,5,4
DNK_2001,Denmark,2001,50,2,1,5,4
DNK_2001,Denmark,2001,60,2,1,4,4
DNK_2001,Denmark,2001,47,1,1,5,4
DNK_2001,Denmark,2001,86,1,2,1,NA
DNK_2001,Denmark,2001,42,1,1,5,1
DNK_2001,Denmark,2001,54,1,2,NA,3
DNK_2001,Denmark,2001,40,2,1,4,5
DNK_2001,Denmark,2001,30,2,1,3,5
DNK_2001,Denmark,2001,24,2,1,2,5
DNK_2001,Denmark,2001,42,2,1,5,5
DNK_2001,Denmark,2001,42,1,1,5,4
DNK_2001,Denmark,2001,38,1,1,5,4
DNK_2001,Denmark,2001,39,2,1,5,4
DNK_2001,Denmark,2001,42,2,1,5,5
DNK_2001,Denmark,2001,40,1,2,3,5
DNK_2001,Denmark,2001,74,1,2,1,4
DNK_2001,Denmark,2001,27,1,1,2,4
DNK_2001,Denmark,2001,59,2,1,3,5
DNK_2001,Denmark,2001,55,2,1,NA,5
DNK_2001,Denmark,2001,44,1,1,5,5
DNK_2001,Denmark,2001,60,1,2,5,5
DNK_2001,Denmark,2001,45,2,1,4,5
DNK_2001,Denmark,2001,34,2,1,NA,4
DNK_2001,Denmark,2001,33,2,1,4,5
DNK_2001,Denmark,2001,67,2,1,5,4
DNK_2001,Denmark,2001,46,2,1,5,4
DNK_2001,Denmark,2001,39,2,1,5,4
DNK_2001,Denmark,2001,31,2,1,5,4
DNK_2001,Denmark,2001,26,2,1,NA,5
DNK_2001,Denmark,2001,46,2,1,5,4
DNK_2001,Denmark,2001,41,2,1,3,1
DNK_2001,Denmark,2001,39,2,1,5,5
DNK_2001,Denmark,2001,35,1,1,3,4
DNK_2001,Denmark,2001,42,1,1,5,5
DNK_2001,Denmark,2001,27,1,1,4,4
DNK_2001,Denmark,2001,61,2,1,5,5
DNK_2001,Denmark,2001,57,2,2,5,3
DNK_2001,Denmark,2001,41,1,2,5,5
DNK_2001,Denmark,2001,44,1,1,5,3
DNK_2001,Denmark,2001,70,1,2,4,5
DNK_2001,Denmark,2001,43,2,1,5,3
DNK_2001,Denmark,2001,41,1,1,3,2
DNK_2001,Denmark,2001,44,1,2,3,5
DNK_2001,Denmark,2001,38,1,1,4,4
DNK_2001,Denmark,2001,32,1,1,4,4
DNK_2001,Denmark,2001,36,2,1,4,5
DNK_2001,Denmark,2001,35,2,2,5,3
DNK_2001,Denmark,2001,43,1,1,4,4
DNK_2001,Denmark,2001,60,2,1,2,5
DNK_2001,Denmark,2001,46,1,2,2,NA
DNK_2001,Denmark,2001,30,2,1,5,5
DNK_2001,Denmark,2001,56,2,1,4,5
DNK_2001,Denmark,2001,42,2,1,4,5
DNK_2001,Denmark,2001,49,2,1,4,4
DNK_2001,Denmark,2001,44,2,1,4,5
DNK_2001,Denmark,2001,47,1,1,4,5
DNK_2001,Denmark,2001,37,1,2,4,5
DNK_2001,Denmark,2001,37,2,1,5,3
DNK_2001,Denmark,2001,44,1,1,4,4
DNK_2001,Denmark,2001,41,2,1,NA,4
DNK_2001,Denmark,2001,57,1,1,5,3
DNK_2001,Denmark,2001,49,1,1,4,2
DNK_2001,Denmark,2001,49,2,1,5,5
DNK_2001,Denmark,2001,53,1,1,4,4
DNK_2001,Denmark,2001,41,1,1,4,5
DNK_2001,Denmark,2001,42,1,2,3,5
DNK_2001,Denmark,2001,31,1,1,5,4
DNK_2001,Denmark,2001,40,2,1,3,5
DNK_2001,Denmark,2001,51,2,1,4,5
DNK_2001,Denmark,2001,51,1,1,4,3
DNK_2001,Denmark,2001,41,1,2,3,5
DNK_2001,Denmark,2001,59,1,1,4,4
DNK_2001,Denmark,2001,55,2,1,2,4
DNK_2001,Denmark,2001,41,2,1,4,4
DNK_2001,Denmark,2001,47,2,1,4,5
DNK_2001,Denmark,2001,41,1,1,4,3
DNK_2001,Denmark,2001,83,2,2,1,4
DNK_2001,Denmark,2001,33,2,1,5,5
DNK_2001,Denmark,2001,45,2,1,5,5
DNK_2001,Denmark,2001,50,2,1,4,3
DNK_2001,Denmark,2001,37,2,1,4,5
DNK_2001,Denmark,2001,62,1,2,3,4
DNK_2001,Denmark,2001,61,1,1,4,4
DNK_2001,Denmark,2001,55,1,1,5,4
DNK_2001,Denmark,2001,19,1,1,NA,4
DNK_2001,Denmark,2001,50,1,1,5,2
DNK_2001,Denmark,2001,55,2,1,4,4
DNK_2001,Denmark,2001,36,1,2,5,5
DNK_2001,Denmark,2001,53,2,1,5,5
DNK_2001,Denmark,2001,49,1,1,4,3
DNK_2001,Denmark,2001,34,2,1,4,4
DNK_2001,Denmark,2001,28,2,1,4,4
DNK_2001,Denmark,2001,54,2,2,2,5
DNK_2001,Denmark,2001,45,2,1,3,4
DNK_2001,Denmark,2001,28,2,1,4,4
DNK_2001,Denmark,2001,50,2,1,5,4
DNK_2001,Denmark,2001,39,2,1,5,4
DNK_2001,Denmark,2001,69,2,2,3,1
DNK_2001,Denmark,2001,40,2,1,4,4
DNK_2001,Denmark,2001,29,1,1,4,5
DNK_2001,Denmark,2001,30,1,1,3,2
DNK_2001,Denmark,2001,52,1,1,5,5
DNK_2001,Denmark,2001,48,2,1,4,5
DNK_2001,Denmark,2001,47,1,1,5,4
DNK_2001,Denmark,2001,44,1,1,3,4
DNK_2001,Denmark,2001,46,2,1,3,3
DNK_2001,Denmark,2001,48,1,1,4,5
DNK_2001,Denmark,2001,49,1,1,5,4
DNK_2001,Denmark,2001,43,2,1,3,4
DNK_2001,Denmark,2001,38,2,1,5,5
DNK_2001,Denmark,2001,34,2,1,4,4
DNK_2001,Denmark,2001,52,2,1,3,4
DNK_2001,Denmark,2001,30,1,2,3,4
DNK_2001,Denmark,2001,29,2,1,4,3
DNK_2001,Denmark,2001,47,2,1,4,NA
DNK_2001,Denmark,2001,47,2,1,4,5
DNK_2001,Denmark,2001,33,2,1,3,4
DNK_2001,Denmark,2001,48,2,1,NA,3
DNK_2001,Denmark,2001,36,1,1,5,4
DNK_2001,Denmark,2001,55,2,1,3,3
DNK_2001,Denmark,2001,50,2,1,4,4
DNK_2001,Denmark,2001,43,1,1,5,5
DNK_2001,Denmark,2001,49,1,2,5,4
DNK_2001,Denmark,2001,50,2,1,2,5
DNK_2001,Denmark,2001,46,1,1,5,5
DNK_2001,Denmark,2001,38,1,1,4,5
DNK_2001,Denmark,2001,42,1,1,4,4
DNK_2001,Denmark,2001,39,2,1,4,4
DNK_2001,Denmark,2001,43,2,2,4,4
DNK_2001,Denmark,2001,54,2,2,4,3
DNK_2001,Denmark,2001,32,2,1,3,3
DNK_2001,Denmark,2001,45,2,1,4,3
DNK_2001,Denmark,2001,20,2,2,NA,3
DNK_2001,Denmark,2001,33,2,1,2,4
DNK_2001,Denmark,2001,58,1,2,4,4
DNK_2001,Denmark,2001,29,1,1,4,4
DNK_2001,Denmark,2001,48,2,1,4,3
DNK_2001,Denmark,2001,35,1,1,3,4
DNK_2001,Denmark,2001,58,2,1,4,5
DNK_2001,Denmark,2001,42,2,1,1,4
DNK_2001,Denmark,2001,56,2,1,NA,5
DNK_2001,Denmark,2001,64,2,1,3,5
DNK_2001,Denmark,2001,28,1,1,4,5
DNK_2001,Denmark,2001,59,1,1,3,4
DNK_2001,Denmark,2001,51,2,1,2,3
DNK_2001,Denmark,2001,36,1,2,4,5
DNK_2001,Denmark,2001,61,2,1,3,3
DNK_2001,Denmark,2001,62,1,1,4,4
DNK_2001,Denmark,2001,47,1,1,4,5
DNK_2001,Denmark,2001,52,2,1,4,3
DNK_2001,Denmark,2001,39,2,1,4,4
DNK_2001,Denmark,2001,45,2,2,4,4
DNK_2001,Denmark,2001,63,2,1,2,4
DNK_2001,Denmark,2001,36,2,1,3,3
DNK_2001,Denmark,2001,35,2,1,2,4
